"Strain","Location","Isolation.type","SNP.cluster","Min.same","AMR.genotypes","day","month","year","Isolation.source.category","region"
"Other","MO","environmental/other","PDS000110510.1",2,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2021,"Missing and Other","Midwest"
"Other","MO","environmental/other","PDS000110514.1",10,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2021,"Environment","Midwest"
"Other","VA","environmental/other","PDS000111099.1",15,"Other",NA,NA,2022,"Poultry","South"
"Other","USA","clinical","PDS000111342.1",35,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","ID","environmental/other","PDS000111334.1",6,"Other",NA,NA,2021,"Environment","West"
"Other","ID","environmental/other","PDS000111334.1",6,"Other",NA,NA,2022,"Cattle","West"
"Other","TN","environmental/other","PDS000111432.1",18,"Other",NA,NA,2022,"Poultry","South"
"Other","MO","environmental/other","PDS000112917.1",NA,"Other",NA,NA,2021,"Poultry","Midwest"
"Other","USA","clinical","PDS000113120.1",32,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000113972.1",25,"Other",NA,NA,2022,"Missing and Other","USA, General"
NA,"PA","environmental/other","PDS000114138.2",17,"Other",NA,NA,2022,"Animal(Other)","Northeast"
NA,"PA","environmental/other","PDS000114138.2",17,"Other",NA,NA,2022,"Animal(Other)","Northeast"
"Other","USA","clinical","PDS000114442.1",23,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","MD","environmental/other","PDS000114694.1",27,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Poultry","South"
"Other","GA","environmental/other","PDS000117189.1",15,"Other",NA,NA,2022,"Poultry","South"
"Other","GA","environmental/other","PDS000117598.1",31,"Other",NA,NA,2022,"Poultry","South"
"Other","TX","environmental/other","PDS000117575.1",24,"Other",NA,NA,2021,"Cattle","South"
"Other","USA","clinical","PDS000117582.1",34,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000119255.1",32,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","PA","environmental/other","PDS000120302.1",6,"Other",NA,NA,2022,"Environment","Northeast"
"Other","PA","environmental/other","PDS000120302.1",6,"Other",NA,NA,2022,"Environment","Northeast"
"Other","USA","clinical","PDS000120433.1",6,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","MN","environmental/other","PDS000120724.1",32,"Other",NA,NA,2022,"Poultry","Midwest"
"Other","USA","clinical","PDS000120701.1",NA,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000120702.1",36,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000109728.1",15,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000109734.1",33,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","MO","environmental/other","PDS000110578.1",0,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2021,"Environment","Midwest"
"Other","MO","environmental/other","PDS000110578.1",0,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2021,"Environment","Midwest"
"Other","IN","environmental/other","PDS000110928.1",21,"Other",NA,NA,2021,"Poultry","Midwest"
"Other","IA","environmental/other","PDS000110928.1",21,"Other",NA,NA,2022,"Poultry","Midwest"
NA,"USA","clinical","PDS000111160.1",NA,"Other",NA,NA,2022,"Human","USA, General"
"Other","USA","clinical","PDS000111162.1",41,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","VA","environmental/other","PDS000113079.1",41,"Other",NA,NA,2022,"Poultry","South"
"Other","USA","clinical","PDS000113076.1",24,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000113078.1",12,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000113078.1",12,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
NA,"PA","environmental/other","PDS000113732.3",2,"Other",NA,NA,2021,"Animal(Other)","Northeast"
"Other","USA","clinical","PDS000114453.1",37,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000114704.1",13,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","MD","environmental/other","PDS000114705.1",30,"Other",NA,NA,2022,"Poultry","South"
"Other","USA","clinical","PDS000114883.1",5,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000114883.1",5,"Other",NA,NA,2022,"Missing and Other","USA, General"
NA,"NJ","environmental/other","PDS000115974.3",27,"Other",NA,NA,2021,"Animal(Other)","Northeast"
"Other","USA","clinical","PDS000115977.1",24,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000115973.1",15,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000115983.1",30,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000116974.1",9,"Other",NA,NA,2022,"Human","USA, General"
"Other","USA","clinical","PDS000116974.1",9,"Other",NA,NA,2022,"Human","USA, General"
"Other","TN","environmental/other","PDS000117021.1",30,"Other",NA,NA,2022,"Pig","South"
"Other","IN","environmental/other","PDS000118003.1",NA,"Other",NA,NA,2021,"Poultry","Midwest"
"Other","GA","environmental/other","PDS000118195.1",21,"Other",NA,NA,2022,"Poultry","South"
NA,"IA","environmental/other","PDS000118667.1",NA,"Other",NA,NA,2021,"Animal(Other)","Midwest"
"Other","TN","environmental/other","PDS000118764.1",23,"Other",NA,NA,2021,"Poultry","South"
"Other","IL","environmental/other","PDS000119359.1",39,"Other",NA,NA,2021,"Pig","Midwest"
"Other","MN","environmental/other","PDS000120326.1",NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2022,"Missing and Other","Midwest"
"Other","MA","environmental/other","PDS000120438.1",29,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Animal(Other)","Northeast"
"Other","USA","clinical","PDS000120816.1",16,"Other",NA,NA,2022,"Human","USA, General"
"Other","USA","clinical","PDS000120816.1",16,"Other",NA,NA,2022,"Human","USA, General"
"Other","USA","clinical","PDS000120818.1",7,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","MO","environmental/other","PDS000109996.1",23,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Poultry","Midwest"
"Other","TN","environmental/other","PDS000110222.1",35,"Other",NA,NA,2021,"Poultry","South"
"Other","USA","clinical","PDS000113131.1",4,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000113131.1",4,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000113601.1",29,"acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000114094.1",21,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000114094.1",21,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000114088.1",4,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","WI","environmental/other","PDS000114309.1",23,"Other",NA,NA,2022,"Cattle","Midwest"
"Other","USA","clinical","PDS000114308.1",32,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000114753.1",37,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000115229.1",30,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000115229.1",30,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000116180.1",22,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000118621.1",18,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000119709.1",4,"Other",NA,NA,2021,"Human","USA, General"
NA,"USA","clinical","PDS000119709.1",4,"Other",NA,NA,2022,"Human","USA, General"
"Other","GA","environmental/other","PDS000119827.1",33,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Poultry","South"
"Other","NE","environmental/other","PDS000119826.1",31,"Other",NA,NA,2022,"Pig","Midwest"
"Other","MO","environmental/other","PDS000109974.1",11,"Other",NA,NA,2021,"Environment","Midwest"
"Other","MO","environmental/other","PDS000109974.1",11,"Other",NA,NA,2021,"Environment","Midwest"
"Other","MO","environmental/other","PDS000109970.1",23,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2021,"Environment","Midwest"
"Other","USA","clinical","PDS000109972.1",8,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000110930.1",34,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000111200.1",35,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
NA,"MD","environmental/other","PDS000111202.1",23,"Other",NA,NA,2021,"Missing and Other","South"
"Other","USA","clinical","PDS000112723.1",14,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2022,"Missing and Other","USA, General"
"Other","TN","environmental/other","PDS000113098.1",2,"Other",NA,NA,2022,"Poultry","South"
"Other","NC","environmental/other","PDS000115735.1",8,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2021,"Poultry","South"
NA,"PA","environmental/other","PDS000115907.1",27,"Other",NA,NA,2022,"Animal(Other)","Northeast"
"Other","USA","clinical","PDS000117483.1",32,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000117483.1",32,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000117827.1",12,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000117826.1",44,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","MD","environmental/other","PDS000117831.1",2,"Other",NA,NA,2022,"Pig","South"
"Other","USA","clinical","PDS000118112.1",7,"Other",NA,NA,2022,"Human","USA, General"
"Other","USA","clinical","PDS000118112.1",7,"Other",NA,NA,2022,"Human","USA, General"
"Other","KS","environmental/other","PDS000118756.1",3,"Other",NA,NA,2021,"Pig","Midwest"
"Other","GA","environmental/other","PDS000118756.1",3,"Other",NA,NA,2021,"Poultry","South"
"Other","GA","environmental/other","PDS000118760.1",58,"Other",NA,NA,2021,"Poultry","South"
"Other","USA","clinical","PDS000119815.1",43,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","TX","environmental/other","PDS000119814.1",2,"Other",NA,NA,2022,"Cattle","South"
"Other","AR","environmental/other","PDS000119814.1",2,"Other",NA,NA,2022,"Poultry","South"
"Other","USA","clinical","PDS000120408.1",8,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000120409.1",16,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000120409.1",16,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","environmental/other","PDS000108404.21",0,"Other",NA,NA,2022,"Human","USA, General"
"Other","USA","environmental/other","PDS000108404.21",0,"Other",NA,NA,2022,"Human","USA, General"
"Other","USA","clinical","PDS000033872.41",10,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000033872.41",4,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000033872.41",21,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034408.34",8,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034408.34",1,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034408.34",0,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034408.34",0,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034408.34",0,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034408.34",27,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034408.34",17,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000015906.56",0,"acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000015906.56",1,"acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000015906.56",4,"acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000015906.56",2,"acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000015906.56",0,"acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000015906.56",0,"acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000015906.56",0,"acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000015906.56",0,"acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000015906.56",14,"Other",NA,NA,2022,"Missing and Other","USA, General"
"microbial","USA","clinical","PDS000053816.24",2,"Other",NA,NA,2021,"Human","USA, General"
"Other","USA","clinical","PDS000053816.24",29,"Other",NA,NA,2022,"Human","USA, General"
"Other","USA","clinical","PDS000053816.24",33,"Other",NA,NA,2022,"Human","USA, General"
"Other","MD","environmental/other","PDS000048441.44",35,"Other",NA,NA,2021,"Poultry","South"
"Other","TN","environmental/other","PDS000048441.44",23,"Other",NA,NA,2022,"Poultry","South"
"Other","MD","environmental/other","PDS000048441.44",34,"Other",NA,NA,2022,"Poultry","South"
"Other","USA","clinical","PDS000008808.55",17,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000015964.41",12,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000012340.24",0,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000012340.24",0,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000012340.24",12,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000012340.24",26,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000033825.33",13,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000033825.33",12,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000011472.37",19,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000011472.37",33,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000007975.33",35,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","WI","environmental/other","PDS000007975.33",NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Cattle","Midwest"
"Other","USA","clinical","PDS000019747.30",0,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000019747.30",1,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000019747.30",2,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000019747.30",0,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000019747.30",0,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000019747.30",1,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000019747.30",0,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000033999.27",1,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000026352.32",10,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000026352.32",31,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","MO","environmental/other","PDS000082841.13",52,"Other",NA,NA,2022,"Poultry","Midwest"
"Other","USA","clinical","PDS000035117.41",24,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035117.41",10,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035117.41",0,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035117.41",24,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000053578.50",5,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000053578.50",1,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000053578.50",1,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000053578.50",3,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000053578.50",9,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000053578.50",7,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000053578.50",2,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000061297.15",4,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000061297.15",7,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000061297.15",7,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000061297.15",13,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000061297.15",17,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034380.44",8,"Other",NA,NA,2021,"Missing and Other","USA, General"
